,Suburb,Address,Rooms,Price,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Type_h,Type_t,Type_u,Method_PI,Method_S,Method_SA,Method_SP,Method_VB
0,Abbotsford,85 Turner St,0.1111111111111111,0.15647784632641615,Biggin,3/12/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.1,0.0004664976190146277,0.003413852631423072,0.9351389500497441,Yarra,0.49475465750239134,0.5176512507537353,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
1,Abbotsford,25 Bloomburg St,0.1111111111111111,0.1065619742007852,Biggin,4/02/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.0,0.0003602654879518907,0.001774682691227676,0.8564476885644768,Yarra,0.4840314203767377,0.5130831216766842,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
2,Abbotsford,5 Charles St,0.2222222222222222,0.15479528883903534,Biggin,4/03/2017,0.05197505197505197,0.06857727737973388,0.15,0.25,0.0,0.00030945881657406,0.0033696506795462206,0.8564476885644768,Yarra,0.48222268158445347,0.5139967474920997,Northern Metropolitan,0.17615999252371384,1,0,0,0,0,0,1,0
3,Abbotsford,40 Federation La,0.2222222222222222,0.08581043185642176,Biggin,4/03/2017,0.05197505197505197,0.06857727737973388,0.15,0.25,0.1,0.00021708305043254952,0.003413852631423072,0.9351389500497441,Yarra,0.4982429394589264,0.5162808120306251,Northern Metropolitan,0.17615999252371384,1,0,0,1,0,0,0,0
4,Abbotsford,55a Park St,0.3333333333333333,0.16993830622546272,Nelson,4/06/2016,0.05197505197505197,0.06857727737973388,0.15,0.125,0.2,0.0002771272984245313,0.0031899359766370886,0.9951338199513382,Yarra,0.48493578977287066,0.5137226597474672,Northern Metropolitan,0.17615999252371384,1,0,0,0,0,0,0,1
5,Abbotsford,129 Charles St,0.1111111111111111,0.0960179472798654,Jellis,7/05/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.0,0.0004180003417903347,0.003413852631423072,0.9351389500497441,Yarra,0.48894085424149347,0.5148190107259449,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
6,Abbotsford,124 Yarra St,0.2222222222222222,0.20089736399326977,Nelson,7/05/2016,0.05197505197505197,0.06857727737973388,0.2,0.25,0.0,0.0005658015676167515,0.004717510951364709,0.8686131386861314,Yarra,0.49113717991783207,0.5184735139876065,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
7,Abbotsford,98 Charles St,0.1111111111111111,0.17397644419517666,Nelson,8/10/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.2,0.0005912049033056668,0.002403684151409637,0.8442822384428224,Yarra,0.4864861373091156,0.5149103733074891,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
8,Abbotsford,6/241 Nicholson St,0.0,0.02411665731912507,Biggin,8/10/2016,0.05197505197505197,0.06857727737973388,0.05,0.125,0.1,0.0,0.003413852631423072,0.9351389500497441,Yarra,0.4932043099661464,0.5166462623567758,Northern Metropolitan,0.17615999252371384,0,0,1,0,1,0,0,0
9,Abbotsford,10 Valiant St,0.1111111111111111,0.11351654514862591,Biggin,8/10/2016,0.05197505197505197,0.06857727737973388,0.15,0.125,0.2,0.0005080667137783075,0.0016848253397731103,0.8564476885644768,Yarra,0.4929459187101071,0.51810806366143,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
10,Abbotsford,411/8 Grosvenor St,0.1111111111111111,0.06898485698261357,Jellis,12/11/2016,0.05197505197505197,0.06857727737973388,0.1,0.25,0.1,0.0,0.003413852631423072,0.9351389500497441,Yarra,0.4800263559081149,0.525234345021639,Northern Metropolitan,0.17615999252371384,0,0,1,0,0,0,0,1
11,Abbotsford,40 Nicholson St,0.2222222222222222,0.14189568143578238,Nelson,12/11/2016,0.05197505197505197,0.06857727737973388,0.15,0.25,0.2,0.0004942103488570808,0.004268224194091879,0.9841849148418491,Yarra,0.48325624660861066,0.5158239991229044,Northern Metropolitan,0.17615999252371384,1,0,0,0,0,0,0,1
12,Abbotsford,123/56 Nicholson St,0.1111111111111111,0.07459338194054964,Biggin,12/11/2016,0.05197505197505197,0.06857727737973388,0.1,0.25,0.1,0.0,0.002111647759182298,0.9890510948905109,Yarra,0.48416061600475274,0.5159153617044486,Northern Metropolitan,0.17615999252371384,0,0,1,0,1,0,0,0
13,Abbotsford,45 William St,0.1111111111111111,0.12198541783510937,Biggin,13/08/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.1,0.0004503318599398634,0.003413852631423072,0.9351389500497441,Yarra,0.4833854422366349,0.5166462623567758,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
14,Abbotsford,7/20 Abbotsford St,0.0,0.03993269770050477,Greg,14/05/2016,0.05197505197505197,0.06857727737973388,0.05,0.125,0.1,0.0,0.003413852631423072,0.9351389500497441,Yarra,0.4921707449419892,0.5180167010798858,Northern Metropolitan,0.17615999252371384,0,0,1,0,0,0,1,0
15,Abbotsford,16 William St,0.1111111111111111,0.13740886146943354,Jellis,15/10/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.2,0.0005496358085419871,0.0021790407727732223,0.8442822384428224,Yarra,0.482610268468517,0.5169203501014081,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
16,Abbotsford,42 Henry St,0.2222222222222222,0.1250701065619742,Jellis,16/07/2016,0.05197505197505197,0.06857727737973388,0.15,0.25,0.1,0.000260961539349767,0.0024710771650005617,0.8321167883211679,Yarra,0.48700291982119415,0.5127176713505077,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
17,Abbotsford,78 Yarra St,0.2222222222222222,0.12243409983174425,LITTLE,16/07/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.1,0.000318696393188211,0.0023587554756823543,0.8442822384428224,Yarra,0.4915247668018864,0.5159153617044486,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
18,Abbotsford,196 Nicholson St,0.2222222222222222,0.0975883342680875,Collins,17/09/2016,0.05197505197505197,0.06857727737973388,0.15,0.125,0.0,0.0004226191300974102,0.003413852631423072,0.9351389500497441,Yarra,0.49139557117387134,0.5168289875198641,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
19,Abbotsford,42 Valiant St,0.1111111111111111,0.09029725182277061,Biggin,17/09/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.1,0.00034640912303066416,0.0016398966640458273,0.9598540145985401,Yarra,0.492816723082092,0.5194785023845662,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
20,Abbotsford,3/72 Charles St,0.3333333333333333,0.13965227145260797,Kay,18/03/2017,0.05197505197505197,0.06857727737973388,0.2,0.25,0.2,0.0018013274397594536,0.0030326856115915984,0.8564476885644768,Yarra,0.4848065941448556,0.5147276481444267,Northern Metropolitan,0.17615999252371384,1,0,0,1,0,0,0,0
21,Abbotsford,13/11 Nicholson St,0.2222222222222222,0.09141895681435783,Beller,18/03/2017,0.05197505197505197,0.06857727737973388,0.15,0.25,0.2,0.0,0.003413852631423072,0.9902676399026764,Yarra,0.48222268158445347,0.5153671862152097,Northern Metropolitan,0.17615999252371384,0,1,0,0,1,0,0,0
22,Abbotsford,138/56 Nicholson St,0.2222222222222222,0.11273135165451487,Jellis,18/03/2017,0.05197505197505197,0.06857727737973388,0.15,0.25,0.2,0.009907300918676995,0.0006065371223183196,0.9351389500497441,Yarra,0.48416061600475274,0.5159153617044486,Northern Metropolitan,0.17615999252371384,0,0,1,0,1,0,0,0
23,Abbotsford,6/219 Nicholson St,0.1111111111111111,0.04655075715086932,Collins,18/06/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.1,0.0,0.001347860271818488,0.9416058394160584,Yarra,0.4922999405700135,0.5165548997752316,Northern Metropolitan,0.17615999252371384,0,0,1,0,1,0,0,0
24,Abbotsford,52a William St,0.1111111111111111,0.11385305664610207,Biggin,18/06/2016,0.05197505197505197,0.06857727737973388,0.1,0.25,0.1,0.00028636487503868235,0.0030326856115915984,0.9939172749391727,Yarra,0.4840314203767377,0.5170117126829523,Northern Metropolitan,0.17615999252371384,1,0,0,1,0,0,0,0
25,Abbotsford,49 Park St,0.1111111111111111,0.13796971396522714,Marshall,19/11/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.0,0.00033948094057005085,0.001909468718409525,0.8564476885644768,Yarra,0.48390222474871347,0.513631297165923,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
26,Abbotsford,5/20 Abbotsford St,0.0,0.03825014021312395,Greg,22/08/2016,0.05197505197505197,0.06857727737973388,0.05,0.125,0.1,0.0,0.003413852631423072,0.9351389500497441,Yarra,0.4921707449419892,0.5180167010798858,Northern Metropolitan,0.17615999252371384,0,0,1,0,0,0,1,0
27,Abbotsford,48 Abbotsford St,0.2222222222222222,0.1528323051037577,Nelson,22/08/2016,0.05197505197505197,0.06857727737973388,0.15,0.375,0.1,0.0003833594294872683,0.003908794788273616,0.9927007299270073,Yarra,0.49204154931397415,0.5192044146399337,Northern Metropolitan,0.17615999252371384,1,0,0,1,0,0,0,0
28,Abbotsford,116/56 Nicholson St,0.0,0.04172742568704431,Jellis,22/08/2016,0.05197505197505197,0.06857727737973388,0.05,0.125,0.1,0.0,0.0011232168931820735,0.9351389500497441,Yarra,0.48416061600475274,0.5159153617044486,Northern Metropolitan,0.17615999252371384,0,0,1,0,1,0,0,0
29,Abbotsford,159 Park St,0.1111111111111111,0.11777902411665732,Nelson,22/08/2016,0.05197505197505197,0.06857727737973388,0.1,0.25,0.2,0.00022632062704670058,0.002875435246546108,0.8807785888077859,Yarra,0.49359189685020993,0.5147276481444267,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
30,Abbotsford,31 Turner St,0.3333333333333333,0.16343241727425686,Collins,24/09/2016,0.05197505197505197,0.06857727737973388,0.2,0.375,0.1,0.0,0.003413852631423072,0.9351389500497441,Yarra,0.4950130487584306,0.5159153617044486,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
31,Abbotsford,166 Gipps St,0.2222222222222222,0.1351654514862591,Biggin,25/02/2017,0.05197505197505197,0.06857727737973388,0.15,0.25,0.2,0.00033948094057005085,0.0004043580815455464,0.9351389500497441,Yarra,0.48777809358931207,0.5139053849105555,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
32,Abbotsford,60 Stafford St,0.2222222222222222,0.1351654514862591,Biggin,25/02/2017,0.05197505197505197,0.06857727737973388,0.15,0.125,0.1,0.00038797821779434384,0.002785577895091542,0.9172749391727494,Yarra,0.4933335055941706,0.5152758236336656,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
33,Abbotsford,11/205 Gipps St,0.0,0.04318564217610768,Nelson,26/07/2016,0.05197505197505197,0.06857727737973388,0.05,0.125,0.1,0.0,0.0011232168931820735,0.9939172749391727,Yarra,0.4871321154492092,0.5155499113782981,Northern Metropolitan,0.17615999252371384,0,0,1,0,1,0,0,0
34,Abbotsford,47 Studley St,0.1111111111111111,0.12282669657879977,Jellis,27/11/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.0,0.0003741218528731173,0.0020442547455913735,0.8564476885644768,Yarra,0.4921707449419892,0.5150930984705774,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
35,Abbotsford,45 Yarra St,0.2222222222222222,0.12450925406618059,Jellis,27/11/2016,0.05197505197505197,0.06857727737973388,0.15,0.25,0.1,0.0002771272984245313,0.002875435246546108,0.975669099756691,Yarra,0.49139557117387134,0.5149103733074891,Northern Metropolitan,0.17615999252371384,1,0,0,0,0,0,1,0
36,Abbotsford,200 Nicholson St,0.1111111111111111,0.10403813796971396,Nelson,28/05/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.0,0.00042030973594387247,0.0018420757048186005,0.8564476885644768,Yarra,0.4915247668018864,0.5169203501014081,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
37,Abbotsford,27 Charles St,0.1111111111111111,0.10600112170499158,Biggin,30/07/2016,0.05197505197505197,0.06857727737973388,0.1,0.125,0.1,0.00039721579440849485,0.001819611366954959,0.8929440389294404,Yarra,0.4831270509805956,0.514179472655162,Northern Metropolitan,0.17615999252371384,1,0,0,0,1,0,0,0
38,Airport West,154 Halsey Rd,0.2222222222222222,0.08468872686483454,Nelson,3/09/2016,0.2806652806652807,0.042988741044012284,0.15,0.25,0.1,0.0006997464285219416,0.0050544760193193304,0.9975669099756691,Moonee Valley,0.6001782899666617,0.4076507025782293,Western Metropolitan,0.15022662492406896,0,1,0,1,0,0,0,0
39,Airport West,50 Bedford St,0.2222222222222222,0.0723499719573752,Nelson,3/12/2016,0.2806652806652807,0.042988741044012284,0.15,0.25,0.1,0.0,0.003257328990228013,0.9355231143552312,Moonee Valley,0.5972067905222053,0.40536663803970374,Western Metropolitan,0.15022662492406896,1,0,0,0,0,0,0,1
40,Airport West,50 Bedford St,0.2222222222222222,0.07683679192372406,Nelson,4/03/2017,0.2806652806652807,0.042988741044012284,0.15,0.25,0.1,0.0,0.003257328990228013,0.9355231143552312,Moonee Valley,0.5972067905222053,0.40536663803970374,Western Metropolitan,0.15022662492406896,1,0,0,0,0,0,1,0
41,Airport West,23 Hart St,0.1111111111111111,0.05810431856421761,Nelson,4/03/2017,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.000628155209762271,0.0018870043805458835,0.9172749391727494,Moonee Valley,0.5854499883723945,0.4167869607323574,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
42,Airport West,1/80 Hawker St,0.2222222222222222,0.06898485698261357,Brad,4/03/2017,0.2806652806652807,0.042988741044012284,0.15,0.25,0.2,0.0005519452026955248,0.003010221273727957,0.9890510948905109,Moonee Valley,0.5952688561019059,0.4128583697260893,Western Metropolitan,0.15022662492406896,0,1,0,0,1,0,0,0
43,Airport West,1/37 Hillside Gr,0.2222222222222222,0.05776780706674145,Maddison,4/03/2017,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.0006697243045259507,0.0026058631921824105,0.9537712895377128,Moonee Valley,0.5881630965608116,0.40436164964277016,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
44,Airport West,2/49 McIntosh St,0.1111111111111111,0.04655075715086932,Barry,4/03/2017,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.00038797821779434384,0.0019319330562731663,0.9914841849148418,Moonee Valley,0.5956564429859694,0.4153251594277031,Western Metropolitan,0.15022662492406896,0,0,1,0,0,0,0,1
45,Airport West,54 Marshall Rd,0.2222222222222222,0.071228266965788,Barry,6/08/2016,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.0014318243751934117,0.003413852631423072,0.9351389500497441,Moonee Valley,0.6010826593628038,0.4160560600800302,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
46,Airport West,36 Roberts Rd,0.3333333333333333,0.07851934941110487,Considine,6/08/2016,0.2806652806652807,0.042988741044012284,0.15,0.125,0.2,0.0013787083096620432,0.0028529709086824668,0.9351389500497441,Moonee Valley,0.5899718353530866,0.40874705355673296,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
47,Airport West,11 Harrington Rd,0.5555555555555556,0.0717891194615816,Barry,7/05/2016,0.2806652806652807,0.042988741044012284,0.3,0.375,0.2,0.002253968693852855,0.004178366842637313,0.9537712895377128,Moonee Valley,0.5925557479134888,0.40353938640889886,Western Metropolitan,0.15022662492406896,1,0,0,0,0,0,1,0
48,Airport West,2/252 Parer Rd,0.1111111111111111,0.04094223219293326,Barry,7/05/2016,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.0002540333568891537,0.002021790407727732,0.9963503649635036,Moonee Valley,0.5955272473579453,0.4012553218703733,Western Metropolitan,0.15022662492406896,0,1,0,0,1,0,0,0
49,Airport West,3/19 Hart St,0.1111111111111111,0.04823331463825014,Barry,7/11/2016,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.0003256245756488243,0.0016398966640458273,0.9939172749391727,Moonee Valley,0.5849332058603158,0.4170610484769638,Western Metropolitan,0.15022662492406896,0,0,1,0,1,0,0,0
50,Airport West,2/62 Clydesdale Rd,0.1111111111111111,0.04991587212563096,Nelson,10/09/2016,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.0002771272984245313,0.002111647759182298,0.9927007299270073,Moonee Valley,0.5932017260535916,0.40874705355673296,Western Metropolitan,0.15022662492406896,0,0,1,0,1,0,0,0
51,Airport West,3 Deidre Ct,0.2222222222222222,0.09085810431856421,Rendina,10/09/2016,0.2806652806652807,0.042988741044012284,0.15,0.125,0.6,0.00245488598521064,0.0029877569358643156,0.9476885644768857,Moonee Valley,0.5912637916332923,0.4028998483381159,Western Metropolitan,0.15022662492406896,1,0,0,1,0,0,0,0
52,Airport West,13 Etzel St,0.2222222222222222,0.08076275939427931,Nelson,10/12/2016,0.2806652806652807,0.042988741044012284,0.15,0.125,0.1,0.0,0.0023587554756823543,0.9172749391727494,Moonee Valley,0.5953980517299302,0.40792479032286166,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
53,Airport West,1/43 Cameron St,0.2222222222222222,0.07481772293886708,Nelson,11/02/2017,0.2806652806652807,0.042988741044012284,0.15,0.125,0.1,0.0006119894506875066,0.002920363922273391,0.9695863746958637,Moonee Valley,0.5844164233482281,0.41450289619383185,Western Metropolitan,0.15022662492406896,0,0,1,0,1,0,0,0
54,Airport West,145a Victory Rd,0.1111111111111111,0.039820527201346045,Barry,13/08/2016,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.0004434036774792501,0.003413852631423072,0.9351389500497441,Moonee Valley,0.6005658768507253,0.40829024064903824,Western Metropolitan,0.15022662492406896,0,0,1,0,1,0,0,0
55,Airport West,241 Parer Rd,0.4444444444444444,0.07515423443634324,Propertyau,14/05/2016,0.2806652806652807,0.042988741044012284,0.15,0.25,0.2,0.0013763989155085054,0.003413852631423072,0.9351389500497441,Moonee Valley,0.5913929872613074,0.4002503334734138,Western Metropolitan,0.15022662492406896,1,0,0,1,0,0,0,0
56,Airport West,2/40 Earl St,0.2222222222222222,0.06898485698261357,Brad,15/10/2016,0.2806652806652807,0.042988741044012284,0.15,0.25,0.2,0.00038105003533373054,0.0029877569358643156,0.9890510948905109,Moonee Valley,0.5885506834448752,0.41587333491694195,Western Metropolitan,0.15022662492406896,0,1,0,1,0,0,0,0
57,Airport West,180 Parer Rd,0.2222222222222222,0.08356702187324734,Barry,16/04/2016,0.2806652806652807,0.042988741044012284,0.15,0.125,0.2,0.002242421723085166,0.002538470178591486,0.9294403892944039,Moonee Valley,0.5994031161985438,0.4058234509474244,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
58,Airport West,4/54 Hawker St,0.1111111111111111,0.04234436343241727,Barry,16/07/2016,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.0003787406411801928,0.003413852631423072,0.9817518248175182,Moonee Valley,0.5952688561019059,0.41523379684615896,Western Metropolitan,0.15022662492406896,0,0,1,0,1,0,0,0
59,Airport West,43 Hillside Gr,0.2222222222222222,0.06561974200785194,Barry,16/07/2016,0.2806652806652807,0.042988741044012284,0.15,0.25,0.2,0.0015172719588743089,0.003413852631423072,0.9351389500497441,Moonee Valley,0.5886798790728902,0.40417892447968184,Western Metropolitan,0.15022662492406896,1,0,0,0,0,0,1,0
60,Airport West,174 Parer Rd,0.1111111111111111,0.06618059450364554,Barry,16/07/2016,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.0014133492219651096,0.002246433786364147,0.9476885644768857,Moonee Valley,0.5992739205705288,0.4062802638551191,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
61,Airport West,138 Victory Rd,0.2222222222222222,0.10734716769489624,Nelson,16/07/2016,0.2806652806652807,0.042988741044012284,0.15,0.25,0.5,0.0014133492219651096,0.003908794788273616,0.9172749391727494,Moonee Valley,0.6010826593628038,0.4091125038829095,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
62,Airport West,75 King St,0.2222222222222222,0.09254066180594504,McDonald,17/09/2016,0.2806652806652807,0.042988741044012284,0.15,0.125,0.1,0.0017897804689917646,0.003413852631423072,0.9351389500497441,Moonee Valley,0.5935893129376459,0.412675644563001,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
63,Airport West,6 Kittyhawk St,0.3333333333333333,0.07717330342120023,Brad,17/09/2016,0.2806652806652807,0.042988741044012284,0.25,0.375,0.4,0.0012262882955285511,0.006941480399865214,0.9537712895377128,Moonee Valley,0.5894550528410081,0.39842308184258296,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
64,Airport West,478 Fullarton Rd,0.2222222222222222,0.08132361189007291,Barry,18/03/2017,0.2806652806652807,0.042988741044012284,0.15,0.375,0.2,0.0012817137552134574,0.004313152869819162,0.9537712895377128,Moonee Valley,0.5866127490245758,0.3997935205657191,Western Metropolitan,0.15022662492406896,1,0,0,1,0,0,0,0
65,Airport West,144 Marshall Rd,0.2222222222222222,0.07066741446999439,Rendina,18/03/2017,0.2806652806652807,0.042988741044012284,0.15,0.25,0.2,0.0009745643327929351,0.002830506570818825,0.9720194647201946,Moonee Valley,0.6022454200149853,0.40874705355673296,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
66,Airport West,106 Parer Rd,0.2222222222222222,0.07908020190689849,Nelson,18/03/2017,0.2806652806652807,0.042988741044012284,0.15,0.125,0.3,0.0014179680102721851,0.003413852631423072,0.9351389500497441,Moonee Valley,0.5983695511743866,0.41194474391067387,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
67,Airport West,3/7 South Rd,0.2222222222222222,0.05103757711721817,Nelson,18/06/2016,0.2806652806652807,0.042988741044012284,0.1,0.25,0.1,0.00037181245871957953,0.0022688981242277883,0.9902676399026764,Moonee Valley,0.5935893129376459,0.40966067937214834,Western Metropolitan,0.15022662492406896,0,1,0,0,0,0,1,0
68,Airport West,37 North St,0.2222222222222222,0.08300616937745373,Barry,19/11/2016,0.2806652806652807,0.042988741044012284,0.15,0.25,0.1,0.000676652486986564,0.0022913624620914297,0.9294403892944039,Moonee Valley,0.5975943774062688,0.4072852522520787,Western Metropolitan,0.15022662492406896,0,1,0,0,0,0,1,0
69,Airport West,10 Hilbert Rd,0.2222222222222222,0.06730229949523275,Barry,22/05/2016,0.2806652806652807,0.042988741044012284,0.15,0.125,0.1,0.0013371392148983636,0.002538470178591486,0.9476885644768857,Moonee Valley,0.5942352910777488,0.4033566612458106,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
70,Airport West,110 Halsey Rd,0.2222222222222222,0.08076275939427931,Barry,22/08/2016,0.2806652806652807,0.042988741044012284,0.15,0.125,0.1,0.0014387525576540251,0.003413852631423072,0.9351389500497441,Moonee Valley,0.5996615074545831,0.4113052058398909,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
71,Airport West,2/13 North St,0.1111111111111111,0.04767246214245653,Nelson,22/08/2016,0.2806652806652807,0.042988741044012284,0.1,0.125,0.1,0.0003256245756488243,0.0017072896776367517,0.9351389500497441,Moonee Valley,0.5973359861502294,0.4092038664644536,Western Metropolitan,0.15022662492406896,0,0,1,0,1,0,0,0
72,Airport West,105a Victory Rd,0.2222222222222222,0.059113853056646105,Nelson,22/08/2016,0.2806652806652807,0.042988741044012284,0.15,0.25,0.1,0.0004895915605500053,0.003413852631423072,0.9351389500497441,Moonee Valley,0.6000490943386466,0.4116706561660415,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
73,Airport West,117 Marshall Rd,0.2222222222222222,0.06472237801458217,Brad,23/04/2016,0.2806652806652807,0.042988741044012284,0.15,0.125,0.2,0.0014133492219651096,0.003413852631423072,0.9351389500497441,Moonee Valley,0.6015994418748823,0.4108483929321702,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
74,Airport West,34 Moorna Dr,0.3333333333333333,0.10016825574873808,Nelson,24/09/2016,0.2806652806652807,0.042988741044012284,0.2,0.375,0.2,0.001228597689682089,0.003413852631423072,0.9351389500497441,Moonee Valley,0.5894550528410081,0.3994280702395425,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
75,Airport West,33 North St,0.2222222222222222,0.071228266965788,Nelson,25/02/2017,0.2806652806652807,0.042988741044012284,0.15,0.125,0.1,0.0013509955798195901,0.003413852631423072,0.9351389500497441,Moonee Valley,0.5975943774062688,0.4076507025782293,Western Metropolitan,0.15022662492406896,1,0,0,1,0,0,0,0
76,Airport West,49 Roberts Rd,0.3333333333333333,0.07627593942793046,Prof.,27/11/2016,0.2806652806652807,0.042988741044012284,0.2,0.125,0.2,0.0011754816241507204,0.003413852631423072,0.9351389500497441,Moonee Valley,0.5897134440970474,0.4081075154859499,Western Metropolitan,0.15022662492406896,1,0,0,0,1,0,0,0
